;Datum;von;bis;MW
Maximum;11.11.2013;17:00;17:15;9929
;Datum;von;bis;MW
Minimum;24.12.2013;01:45;02:00;-3282

Datum;Uhrzeit;;Wert
03.10.2013;09:15;09:30;1843
03.10.2013;09:30;09:45;1515
03.10.2013;09:45;10:00;1087
03.10.2013;10:00;10:15;895
03.10.2013;10:15;10:30;658
03.10.2013;10:30;10:45;269
03.10.2013;10:45;11:00;-42
03.10.2013;11:00;11:15;-404
03.10.2013;11:15;11:30;-573
03.10.2013;11:30;11:45;-947
03.10.2013;11:45;12:00;-1240
03.10.2013;12:00;12:15;-1670
03.10.2013;12:15;12:30;-1903
03.10.2013;12:30;12:45;-2008
03.10.2013;12:45;13:00;-2139
03.10.2013;13:00;13:15;-2238
03.10.2013;13:15;13:30;-2284
03.10.2013;13:30;13:45;-2241
03.10.2013;13:45;14:00;-2338
03.10.2013;14:00;14:15;-2339
03.10.2013;14:15;14:30;-2221
03.10.2013;14:30;14:45;-2184
03.10.2013;14:45;15:00;-2089
03.10.2013;15:00;15:15;-1971
03.10.2013;15:15;15:30;-2035
03.10.2013;15:30;15:45;-1796
03.10.2013;15:45;16:00;-1647
03.10.2013;16:00;16:15;-1448
03.10.2013;16:15;16:30;-1162
03.10.2013;16:30;16:45;-958
03.10.2013;16:45;17:00;-539
03.10.2013;17:00;17:15;-30
03.10.2013;17:15;17:30;444
03.10.2013;17:30;17:45;1151
03.10.2013;17:45;18:00;1749
03.10.2013;18:00;18:15;2207
03.10.2013;18:15;18:30;2388
03.10.2013;18:30;18:45;2531
03.10.2013;18:45;19:00;2608
03.10.2013;19:00;19:15;2744
03.10.2013;19:15;19:30;2532
03.10.2013;19:30;19:45;2405
03.10.2013;19:45;20:00;2280
03.10.2013;20:00;20:15;2042
03.10.2013;20:15;20:30;1763
03.10.2013;20:30;20:45;1617
03.10.2013;20:45;21:00;1257
03.10.2013;21:00;21:15;1280
03.10.2013;21:15;21:30;1193
03.10.2013;21:30;21:45;1125
03.10.2013;21:45;22:00;1229
03.10.2013;22:00;22:15;1390
03.10.2013;22:15;22:30;1270
03.10.2013;22:30;22:45;1206
03.10.2013;22:45;23:00;1115
03.10.2013;23:00;23:15;1023
03.10.2013;23:15;23:30;822
03.10.2013;23:30;23:45;692
03.10.2013;23:45;24:00;727
04.10.2013;00:00;00:15;713
04.10.2013;00:15;00:30;536
04.10.2013;00:30;00:45;428
04.10.2013;00:45;01:00;464
04.10.2013;01:00;01:15;529
04.10.2013;01:15;01:30;423
04.10.2013;01:30;01:45;487
04.10.2013;01:45;02:00;406
04.10.2013;02:00;02:15;422
04.10.2013;02:15;02:30;569
04.10.2013;02:30;02:45;685
04.10.2013;02:45;03:00;632
04.10.2013;03:00;03:15;526
04.10.2013;03:15;03:30;602
04.10.2013;03:30;03:45;654
04.10.2013;03:45;04:00;693
04.10.2013;04:00;04:15;829
04.10.2013;04:15;04:30;977
04.10.2013;04:30;04:45;1171
04.10.2013;04:45;05:00;1216
04.10.2013;05:00;05:15;1234
04.10.2013;05:15;05:30;1256
04.10.2013;05:30;05:45;1419
04.10.2013;05:45;06:00;1719
04.10.2013;06:00;06:15;1888
04.10.2013;06:15;06:30;2089
04.10.2013;06:30;06:45;2483
04.10.2013;06:45;07:00;2624
04.10.2013;07:00;07:15;2560
04.10.2013;07:15;07:30;2634
04.10.2013;07:30;07:45;2877
04.10.2013;07:45;08:00;3041
04.10.2013;08:00;08:15;2997
04.10.2013;08:15;08:30;3015
04.10.2013;08:30;08:45;2896
04.10.2013;08:45;09:00;2726
04.10.2013;09:00;09:15;2626
04.10.2013;09:15;09:30;2576
04.10.2013;09:30;09:45;2332
04.10.2013;09:45;10:00;2192
04.10.2013;10:00;10:15;2053
04.10.2013;10:15;10:30;1987
04.10.2013;10:30;10:45;1879
04.10.2013;10:45;11:00;1605
04.10.2013;11:00;11:15;1579
04.10.2013;11:15;11:30;1646
04.10.2013;11:30;11:45;1552
04.10.2013;11:45;12:00;1310
04.10.2013;12:00;12:15;1190
04.10.2013;12:15;12:30;1143
04.10.2013;12:30;12:45;1018
04.10.2013;12:45;13:00;840
04.10.2013;13:00;13:15;788
04.10.2013;13:15;13:30;698
04.10.2013;13:30;13:45;666
04.10.2013;13:45;14:00;617
04.10.2013;14:00;14:15;639
04.10.2013;14:15;14:30;808
04.10.2013;14:30;14:45;943
04.10.2013;14:45;15:00;1040
04.10.2013;15:00;15:15;1400
04.10.2013;15:15;15:30;1665
04.10.2013;15:30;15:45;2004
04.10.2013;15:45;16:00;2142
04.10.2013;16:00;16:15;2253
04.10.2013;16:15;16:30;2447
04.10.2013;16:30;16:45;2724
04.10.2013;16:45;17:00;3108
04.10.2013;17:00;17:15;3466
04.10.2013;17:15;17:30;3823
04.10.2013;17:30;17:45;3949
04.10.2013;17:45;18:00;4092
04.10.2013;18:00;18:15;4031
04.10.2013;18:15;18:30;4162
04.10.2013;18:30;18:45;4138
04.10.2013;18:45;19:00;4308
04.10.2013;19:00;19:15;4589
04.10.2013;19:15;19:30;4618
04.10.2013;19:30;19:45;4497
04.10.2013;19:45;20:00;4459
04.10.2013;20:00;20:15;4314
04.10.2013;20:15;20:30;3998
04.10.2013;20:30;20:45;3824
04.10.2013;20:45;21:00;3577
04.10.2013;21:00;21:15;3845
04.10.2013;21:15;21:30;3717
04.10.2013;21:30;21:45;3691
04.10.2013;21:45;22:00;3465
04.10.2013;22:00;22:15;3523
04.10.2013;22:15;22:30;3551
04.10.2013;22:30;22:45;3412
04.10.2013;22:45;23:00;3218
04.10.2013;23:00;23:15;3299
04.10.2013;23:15;23:30;3215
04.10.2013;23:30;23:45;3166
04.10.2013;23:45;24:00;2972
05.10.2013;00:00;00:15;3043
05.10.2013;00:15;00:30;2974
05.10.2013;00:30;00:45;3051
05.10.2013;00:45;01:00;2960
05.10.2013;01:00;01:15;3022
05.10.2013;01:15;01:30;2873
05.10.2013;01:30;01:45;2915
05.10.2013;01:45;02:00;2985
05.10.2013;02:00;02:15;2983
05.10.2013;02:15;02:30;2876
05.10.2013;02:30;02:45;2984
05.10.2013;02:45;03:00;3070
05.10.2013;03:00;03:15;3013
05.10.2013;03:15;03:30;3219
05.10.2013;03:30;03:45;3203
05.10.2013;03:45;04:00;3214
05.10.2013;04:00;04:15;3253
05.10.2013;04:15;04:30;3430
05.10.2013;04:30;04:45;3454
05.10.2013;04:45;05:00;3538
05.10.2013;05:00;05:15;3610
05.10.2013;05:15;05:30;3801
05.10.2013;05:30;05:45;3813
05.10.2013;05:45;06:00;3970
05.10.2013;06:00;06:15;3923
05.10.2013;06:15;06:30;4019
05.10.2013;06:30;06:45;4107
05.10.2013;06:45;07:00;4280
05.10.2013;07:00;07:15;4447
05.10.2013;07:15;07:30;4541
05.10.2013;07:30;07:45;4711
05.10.2013;07:45;08:00;4974
05.10.2013;08:00;08:15;5195
05.10.2013;08:15;08:30;5080
05.10.2013;08:30;08:45;5265
05.10.2013;08:45;09:00;5291
05.10.2013;09:00;09:15;5314
05.10.2013;09:15;09:30;5430
05.10.2013;09:30;09:45;5502
05.10.2013;09:45;10:00;n.v.
05.10.2013;10:00;10:15;n.v.
05.10.2013;10:15;10:30;n.v.
05.10.2013;10:30;10:45;n.v.
05.10.2013;10:45;11:00;n.v.
05.10.2013;11:00;11:15;n.v.
05.10.2013;11:15;11:30;n.v.
05.10.2013;11:30;11:45;n.v.
05.10.2013;11:45;12:00;n.v.
05.10.2013;12:00;12:15;n.v.
05.10.2013;12:15;12:30;n.v.
05.10.2013;12:30;12:45;n.v.
05.10.2013;12:45;13:00;n.v.
05.10.2013;13:00;13:15;n.v.
05.10.2013;13:15;13:30;n.v.
05.10.2013;13:30;13:45;n.v.
05.10.2013;13:45;14:00;n.v.
05.10.2013;14:00;14:15;n.v.
05.10.2013;14:15;14:30;n.v.
05.10.2013;14:30;14:45;n.v.
05.10.2013;14:45;15:00;n.v.
05.10.2013;15:00;15:15;n.v.
05.10.2013;15:15;15:30;n.v.
05.10.2013;15:30;15:45;n.v.
05.10.2013;15:45;16:00;n.v.
05.10.2013;16:00;16:15;n.v.
05.10.2013;16:15;16:30;n.v.
05.10.2013;16:30;16:45;n.v.
05.10.2013;16:45;17:00;n.v.
05.10.2013;17:00;17:15;n.v.
05.10.2013;17:15;17:30;n.v.
05.10.2013;17:30;17:45;n.v.
05.10.2013;17:45;18:00;n.v.
05.10.2013;18:00;18:15;n.v.
05.10.2013;18:15;18:30;n.v.
05.10.2013;18:30;18:45;n.v.
05.10.2013;18:45;19:00;n.v.
05.10.2013;19:00;19:15;n.v.
05.10.2013;19:15;19:30;n.v.
05.10.2013;19:30;19:45;n.v.
05.10.2013;19:45;20:00;n.v.
05.10.2013;20:00;20:15;7471
05.10.2013;20:15;20:30;7166
05.10.2013;20:30;20:45;6864
05.10.2013;20:45;21:00;6667
05.10.2013;21:00;21:15;6537
05.10.2013;21:15;21:30;6409
05.10.2013;21:30;21:45;6187
05.10.2013;21:45;22:00;6111
05.10.2013;22:00;22:15;6173
05.10.2013;22:15;22:30;6090
05.10.2013;22:30;22:45;5972
05.10.2013;22:45;23:00;5883
05.10.2013;23:00;23:15;5728
05.10.2013;23:15;23:30;5613
05.10.2013;23:30;23:45;5362
05.10.2013;23:45;24:00;5192
06.10.2013;00:00;00:15;5249
06.10.2013;00:15;00:30;5079
06.10.2013;00:30;00:45;5025
06.10.2013;00:45;01:00;4801
06.10.2013;01:00;01:15;4728
06.10.2013;01:15;01:30;4757
06.10.2013;01:30;01:45;4751
06.10.2013;01:45;02:00;4588
06.10.2013;02:00;02:15;4579
06.10.2013;02:15;02:30;4727
06.10.2013;02:30;02:45;4705
06.10.2013;02:45;03:00;4590
06.10.2013;03:00;03:15;4567
06.10.2013;03:15;03:30;4595
06.10.2013;03:30;03:45;4633
06.10.2013;03:45;04:00;4597
06.10.2013;04:00;04:15;4517
06.10.2013;04:15;04:30;4622
06.10.2013;04:30;04:45;4773
06.10.2013;04:45;05:00;4776
06.10.2013;05:00;05:15;4684
06.10.2013;05:15;05:30;4757
06.10.2013;05:30;05:45;4833
06.10.2013;05:45;06:00;4761
06.10.2013;06:00;06:15;4639
06.10.2013;06:15;06:30;4808
06.10.2013;06:30;06:45;4885
06.10.2013;06:45;07:00;4950
06.10.2013;07:00;07:15;4952
06.10.2013;07:15;07:30;n.v.
06.10.2013;07:30;07:45;n.v.
06.10.2013;07:45;08:00;n.v.
06.10.2013;08:00;08:15;n.v.
06.10.2013;08:15;08:30;n.v.
06.10.2013;08:30;08:45;n.v.
06.10.2013;08:45;09:00;n.v.
06.10.2013;09:00;09:15;n.v.
06.10.2013;09:15;09:30;n.v.
06.10.2013;09:30;09:45;n.v.
06.10.2013;09:45;10:00;n.v.
06.10.2013;10:00;10:15;n.v.
06.10.2013;10:15;10:30;n.v.
06.10.2013;10:30;10:45;n.v.
06.10.2013;10:45;11:00;n.v.
06.10.2013;11:00;11:15;n.v.
06.10.2013;11:15;11:30;n.v.
06.10.2013;11:30;11:45;n.v.
06.10.2013;11:45;12:00;n.v.
06.10.2013;12:00;12:15;n.v.
06.10.2013;12:15;12:30;n.v.
06.10.2013;12:30;12:45;n.v.
06.10.2013;12:45;13:00;n.v.
06.10.2013;13:00;13:15;n.v.
06.10.2013;13:15;13:30;n.v.
06.10.2013;13:30;13:45;n.v.
06.10.2013;13:45;14:00;n.v.
06.10.2013;14:00;14:15;n.v.
06.10.2013;14:15;14:30;n.v.
06.10.2013;14:30;14:45;n.v.
06.10.2013;14:45;15:00;n.v.
06.10.2013;15:00;15:15;n.v.
06.10.2013;15:15;15:30;n.v.
06.10.2013;15:30;15:45;n.v.
06.10.2013;15:45;16:00;n.v.
06.10.2013;16:00;16:15;n.v.
06.10.2013;16:15;16:30;n.v.
06.10.2013;16:30;16:45;n.v.
06.10.2013;16:45;17:00;n.v.
06.10.2013;17:00;17:15;n.v.
06.10.2013;17:15;17:30;n.v.
06.10.2013;17:30;17:45;n.v.
06.10.2013;17:45;18:00;n.v.
06.10.2013;18:00;18:15;n.v.
06.10.2013;18:15;18:30;n.v.
06.10.2013;18:30;18:45;n.v.
06.10.2013;18:45;19:00;n.v.
06.10.2013;19:00;19:15;n.v.
06.10.2013;19:15;19:30;n.v.
06.10.2013;19:30;19:45;7661
06.10.2013;19:45;20:00;7574
06.10.2013;20:00;20:15;7448
06.10.2013;20:15;20:30;7142
06.10.2013;20:30;20:45;6847
06.10.2013;20:45;21:00;6794
06.10.2013;21:00;21:15;6713
06.10.2013;21:15;21:30;6476
06.10.2013;21:30;21:45;6375
06.10.2013;21:45;22:00;6493
06.10.2013;22:00;22:15;6442
06.10.2013;22:15;22:30;6275
06.10.2013;22:30;22:45;6050
06.10.2013;22:45;23:00;6039
06.10.2013;23:00;23:15;6042
06.10.2013;23:15;23:30;5847
06.10.2013;23:30;23:45;5566
06.10.2013;23:45;24:00;5564
07.10.2013;00:00;00:15;5482
07.10.2013;00:15;00:30;5306
07.10.2013;00:30;00:45;5075
07.10.2013;00:45;01:00;5047
07.10.2013;01:00;01:15;5023
07.10.2013;01:15;01:30;4991
07.10.2013;01:30;01:45;4934
07.10.2013;01:45;02:00;4853
07.10.2013;02:00;02:15;4814
07.10.2013;02:15;02:30;4763
07.10.2013;02:30;02:45;4746
07.10.2013;02:45;03:00;4777
07.10.2013;03:00;03:15;4852
07.10.2013;03:15;03:30;4886
07.10.2013;03:30;03:45;4909
07.10.2013;03:45;04:00;4981
07.10.2013;04:00;04:15;5115
07.10.2013;04:15;04:30;5276
07.10.2013;04:30;04:45;5322
07.10.2013;04:45;05:00;5425
07.10.2013;05:00;05:15;5770
07.10.2013;05:15;05:30;6101
07.10.2013;05:30;05:45;6220
07.10.2013;05:45;06:00;6522
07.10.2013;06:00;06:15;6986
07.10.2013;06:15;06:30;7611
07.10.2013;06:30;06:45;7846
07.10.2013;06:45;07:00;8001
07.10.2013;07:00;07:15;8202
07.10.2013;07:15;07:30;8458
07.10.2013;07:30;07:45;8515
07.10.2013;07:45;08:00;8595
07.10.2013;08:00;08:15;8620
07.10.2013;08:15;08:30;8708
07.10.2013;08:30;08:45;8628
07.10.2013;08:45;09:00;8630
07.10.2013;09:00;09:15;8471
07.10.2013;09:15;09:30;8550
07.10.2013;09:30;09:45;8629
07.10.2013;09:45;10:00;8532
07.10.2013;10:00;10:15;8458
07.10.2013;10:15;10:30;8363
07.10.2013;10:30;10:45;8383
07.10.2013;10:45;11:00;8328
07.10.2013;11:00;11:15;8236
07.10.2013;11:15;11:30;8305
07.10.2013;11:30;11:45;8327
07.10.2013;11:45;12:00;8202
07.10.2013;12:00;12:15;7952
07.10.2013;12:15;12:30;7954
07.10.2013;12:30;12:45;7911
07.10.2013;12:45;13:00;7824
07.10.2013;13:00;13:15;7687
07.10.2013;13:15;13:30;7687
07.10.2013;13:30;13:45;7625
07.10.2013;13:45;14:00;7576
07.10.2013;14:00;14:15;7666
07.10.2013;14:15;14:30;7743
07.10.2013;14:30;14:45;7832
07.10.2013;14:45;15:00;7815
07.10.2013;15:00;15:15;7944
07.10.2013;15:15;15:30;8072
07.10.2013;15:30;15:45;8121
07.10.2013;15:45;16:00;8004
07.10.2013;16:00;16:15;7933
07.10.2013;16:15;16:30;8061
07.10.2013;16:30;16:45;8221
07.10.2013;16:45;17:00;8347
07.10.2013;17:00;17:15;8449
07.10.2013;17:15;17:30;8625
07.10.2013;17:30;17:45;8768
07.10.2013;17:45;18:00;8818
07.10.2013;18:00;18:15;8850
07.10.2013;18:15;18:30;9075
07.10.2013;18:30;18:45;9277
07.10.2013;18:45;19:00;9559
07.10.2013;19:00;19:15;9482
07.10.2013;19:15;19:30;9450
07.10.2013;19:30;19:45;9421
07.10.2013;19:45;20:00;9452
07.10.2013;20:00;20:15;9253
07.10.2013;20:15;20:30;9055
07.10.2013;20:30;20:45;8799
07.10.2013;20:45;21:00;8574
07.10.2013;21:00;21:15;8439
07.10.2013;21:15;21:30;8279
07.10.2013;21:30;21:45;8028
07.10.2013;21:45;22:00;7914
07.10.2013;22:00;22:15;7625
07.10.2013;22:15;22:30;7434
07.10.2013;22:30;22:45;7314
07.10.2013;22:45;23:00;7084
07.10.2013;23:00;23:15;6815
07.10.2013;23:15;23:30;6630
07.10.2013;23:30;23:45;6508
07.10.2013;23:45;24:00;6381
08.10.2013;00:00;00:15;6192
08.10.2013;00:15;00:30;6041
08.10.2013;00:30;00:45;5948
08.10.2013;00:45;01:00;5871
08.10.2013;01:00;01:15;5848
08.10.2013;01:15;01:30;5718
08.10.2013;01:30;01:45;5644
08.10.2013;01:45;02:00;5627
08.10.2013;02:00;02:15;5664
08.10.2013;02:15;02:30;5523
08.10.2013;02:30;02:45;5534
08.10.2013;02:45;03:00;5742
08.10.2013;03:00;03:15;5746
08.10.2013;03:15;03:30;5649
08.10.2013;03:30;03:45;5801
08.10.2013;03:45;04:00;5908
08.10.2013;04:00;04:15;5920
08.10.2013;04:15;04:30;5908
08.10.2013;04:30;04:45;6118
08.10.2013;04:45;05:00;6330
08.10.2013;05:00;05:15;6532
08.10.2013;05:15;05:30;6552
08.10.2013;05:30;05:45;6868
08.10.2013;05:45;06:00;7070
08.10.2013;06:00;06:15;7706
08.10.2013;06:15;06:30;7965
08.10.2013;06:30;06:45;8373
08.10.2013;06:45;07:00;8617
08.10.2013;07:00;07:15;8834
08.10.2013;07:15;07:30;8810
08.10.2013;07:30;07:45;9055
08.10.2013;07:45;08:00;9169
08.10.2013;08:00;08:15;9027
08.10.2013;08:15;08:30;8941
08.10.2013;08:30;08:45;8793
08.10.2013;08:45;09:00;8723
08.10.2013;09:00;09:15;8550
08.10.2013;09:15;09:30;8437
08.10.2013;09:30;09:45;8322
08.10.2013;09:45;10:00;8262
08.10.2013;10:00;10:15;8045
08.10.2013;10:15;10:30;7915
08.10.2013;10:30;10:45;7773
08.10.2013;10:45;11:00;7688
08.10.2013;11:00;11:15;7604
08.10.2013;11:15;11:30;7529
08.10.2013;11:30;11:45;7351
08.10.2013;11:45;12:00;7251
08.10.2013;12:00;12:15;7207
08.10.2013;12:15;12:30;6967
08.10.2013;12:30;12:45;6895
08.10.2013;12:45;13:00;6832
08.10.2013;13:00;13:15;6640
08.10.2013;13:15;13:30;6591
08.10.2013;13:30;13:45;6376
08.10.2013;13:45;14:00;6456
08.10.2013;14:00;14:15;6690
08.10.2013;14:15;14:30;6870
08.10.2013;14:30;14:45;6865
08.10.2013;14:45;15:00;6983
08.10.2013;15:00;15:15;7020
08.10.2013;15:15;15:30;7094
08.10.2013;15:30;15:45;7117
08.10.2013;15:45;16:00;7181
08.10.2013;16:00;16:15;7326
08.10.2013;16:15;16:30;7555
08.10.2013;16:30;16:45;7567
08.10.2013;16:45;17:00;7512
08.10.2013;17:00;17:15;7659
08.10.2013;17:15;17:30;8031
08.10.2013;17:30;17:45;8303
08.10.2013;17:45;18:00;8531
08.10.2013;18:00;18:15;8602
08.10.2013;18:15;18:30;8744
08.10.2013;18:30;18:45;8929
08.10.2013;18:45;19:00;9185
08.10.2013;19:00;19:15;9179
08.10.2013;19:15;19:30;9109
08.10.2013;19:30;19:45;9034
08.10.2013;19:45;20:00;8991
08.10.2013;20:00;20:15;9009
08.10.2013;20:15;20:30;8767
08.10.2013;20:30;20:45;8427
08.10.2013;20:45;21:00;8155
08.10.2013;21:00;21:15;8120
08.10.2013;21:15;21:30;7918
08.10.2013;21:30;21:45;7605
08.10.2013;21:45;22:00;7358
08.10.2013;22:00;22:15;7317
08.10.2013;22:15;22:30;7235
08.10.2013;22:30;22:45;6896
08.10.2013;22:45;23:00;6533
08.10.2013;23:00;23:15;6564
08.10.2013;23:15;23:30;6398
08.10.2013;23:30;23:45;6162
08.10.2013;23:45;24:00;5792
09.10.2013;00:00;00:15;5750
09.10.2013;00:15;00:30;5706
09.10.2013;00:30;00:45;5562
09.10.2013;00:45;01:00;5297
09.10.2013;01:00;01:15;5337
09.10.2013;01:15;01:30;5245
09.10.2013;01:30;01:45;5120
09.10.2013;01:45;02:00;5004
09.10.2013;02:00;02:15;4989
09.10.2013;02:15;02:30;4982
09.10.2013;02:30;02:45;4976
09.10.2013;02:45;03:00;4874
09.10.2013;03:00;03:15;4968
09.10.2013;03:15;03:30;4978
09.10.2013;03:30;03:45;4998
09.10.2013;03:45;04:00;4990
09.10.2013;04:00;04:15;5172
09.10.2013;04:15;04:30;5364
09.10.2013;04:30;04:45;5547
09.10.2013;04:45;05:00;5612
09.10.2013;05:00;05:15;5936
09.10.2013;05:15;05:30;6164
09.10.2013;05:30;05:45;6329
09.10.2013;05:45;06:00;6521
09.10.2013;06:00;06:15;7046
09.10.2013;06:15;06:30;7497
09.10.2013;06:30;06:45;7739
09.10.2013;06:45;07:00;7971
09.10.2013;07:00;07:15;8212
09.10.2013;07:15;07:30;8319
09.10.2013;07:30;07:45;8220
09.10.2013;07:45;08:00;8162
09.10.2013;08:00;08:15;8220
09.10.2013;08:15;08:30;8138
09.10.2013;08:30;08:45;8036
09.10.2013;08:45;09:00;7922
09.10.2013;09:00;09:15;7877
09.10.2013;09:15;09:30;7807
09.10.2013;09:30;09:45;7621
09.10.2013;09:45;10:00;7538
09.10.2013;10:00;10:15;7456
09.10.2013;10:15;10:30;7423
09.10.2013;10:30;10:45;7209
09.10.2013;10:45;11:00;7233
09.10.2013;11:00;11:15;7329
09.10.2013;11:15;11:30;7301
09.10.2013;11:30;11:45;7244
09.10.2013;11:45;12:00;7108
09.10.2013;12:00;12:15;6921
09.10.2013;12:15;12:30;6834
09.10.2013;12:30;12:45;6684
09.10.2013;12:45;13:00;6594
09.10.2013;13:00;13:15;6526
09.10.2013;13:15;13:30;6404
09.10.2013;13:30;13:45;6370
09.10.2013;13:45;14:00;6271
09.10.2013;14:00;14:15;6305
09.10.2013;14:15;14:30;6418
09.10.2013;14:30;14:45;6454
09.10.2013;14:45;15:00;6522
09.10.2013;15:00;15:15;6618
09.10.2013;15:15;15:30;6705
09.10.2013;15:30;15:45;6623
09.10.2013;15:45;16:00;6572
09.10.2013;16:00;16:15;6493
09.10.2013;16:15;16:30;6581
09.10.2013;16:30;16:45;6726
09.10.2013;16:45;17:00;6653
09.10.2013;17:00;17:15;6861
09.10.2013;17:15;17:30;7026
09.10.2013;17:30;17:45;7101
09.10.2013;17:45;18:00;7173
09.10.2013;18:00;18:15;7319
09.10.2013;18:15;18:30;7486
09.10.2013;18:30;18:45;7539
09.10.2013;18:45;19:00;7620
09.10.2013;19:00;19:15;7497
09.10.2013;19:15;19:30;7235
09.10.2013;19:30;19:45;7036
09.10.2013;19:45;20:00;6895
09.10.2013;20:00;20:15;6642
09.10.2013;20:15;20:30;6348
09.10.2013;20:30;20:45;6105
09.10.2013;20:45;21:00;5931
09.10.2013;21:00;21:15;5767
09.10.2013;21:15;21:30;5671
09.10.2013;21:30;21:45;5414
09.10.2013;21:45;22:00;5407
09.10.2013;22:00;22:15;5271
09.10.2013;22:15;22:30;5176
09.10.2013;22:30;22:45;4929
09.10.2013;22:45;23:00;4754
09.10.2013;23:00;23:15;4650
09.10.2013;23:15;23:30;4652
09.10.2013;23:30;23:45;4569
09.10.2013;23:45;24:00;4366
10.10.2013;00:00;00:15;4501
10.10.2013;00:15;00:30;4592
10.10.2013;00:30;00:45;4530
10.10.2013;00:45;01:00;4410
10.10.2013;01:00;01:15;4514
10.10.2013;01:15;01:30;4592
10.10.2013;01:30;01:45;4489
10.10.2013;01:45;02:00;4585
10.10.2013;02:00;02:15;4411
10.10.2013;02:15;02:30;4379
10.10.2013;02:30;02:45;4431
10.10.2013;02:45;03:00;4459
10.10.2013;03:00;03:15;4581
10.10.2013;03:15;03:30;4583
10.10.2013;03:30;03:45;4806
10.10.2013;03:45;04:00;4966
10.10.2013;04:00;04:15;5019
10.10.2013;04:15;04:30;5247
10.10.2013;04:30;04:45;5514
10.10.2013;04:45;05:00;5596
10.10.2013;05:00;05:15;5635
10.10.2013;05:15;05:30;5981
10.10.2013;05:30;05:45;6263
10.10.2013;05:45;06:00;6451
10.10.2013;06:00;06:15;6823
10.10.2013;06:15;06:30;7435
10.10.2013;06:30;06:45;7798
10.10.2013;06:45;07:00;8093
10.10.2013;07:00;07:15;8360
10.10.2013;07:15;07:30;8647
10.10.2013;07:30;07:45;8652
10.10.2013;07:45;08:00;8743
10.10.2013;08:00;08:15;8734
10.10.2013;08:15;08:30;8822
10.10.2013;08:30;08:45;8764
10.10.2013;08:45;09:00;8816
10.10.2013;09:00;09:15;8626
10.10.2013;09:15;09:30;8610
10.10.2013;09:30;09:45;8628
10.10.2013;09:45;10:00;8701
10.10.2013;10:00;10:15;8635
10.10.2013;10:15;10:30;8564
10.10.2013;10:30;10:45;8612
10.10.2013;10:45;11:00;8619
10.10.2013;11:00;11:15;8590
10.10.2013;11:15;11:30;8696
10.10.2013;11:30;11:45;8722
10.10.2013;11:45;12:00;8638
10.10.2013;12:00;12:15;8615
10.10.2013;12:15;12:30;8570
10.10.2013;12:30;12:45;8582
10.10.2013;12:45;13:00;8474
10.10.2013;13:00;13:15;8513
10.10.2013;13:15;13:30;8531
10.10.2013;13:30;13:45;8507
10.10.2013;13:45;14:00;8429
10.10.2013;14:00;14:15;8546
10.10.2013;14:15;14:30;8649
10.10.2013;14:30;14:45;8664
10.10.2013;14:45;15:00;8645
10.10.2013;15:00;15:15;8732
10.10.2013;15:15;15:30;8763
10.10.2013;15:30;15:45;8714
10.10.2013;15:45;16:00;8567
10.10.2013;16:00;16:15;8568
10.10.2013;16:15;16:30;8650
10.10.2013;16:30;16:45;8682
10.10.2013;16:45;17:00;8774
10.10.2013;17:00;17:15;8888
10.10.2013;17:15;17:30;8986
10.10.2013;17:30;17:45;9056
10.10.2013;17:45;18:00;9075
10.10.2013;18:00;18:15;9089
10.10.2013;18:15;18:30;9161
10.10.2013;18:30;18:45;9246
10.10.2013;18:45;19:00;9253
10.10.2013;19:00;19:15;9175
10.10.2013;19:15;19:30;9108
10.10.2013;19:30;19:45;8974
10.10.2013;19:45;20:00;8926
10.10.2013;20:00;20:15;8872
10.10.2013;20:15;20:30;8741
10.10.2013;20:30;20:45;8462
10.10.2013;20:45;21:00;8291
10.10.2013;21:00;21:15;8053
10.10.2013;21:15;21:30;7833
10.10.2013;21:30;21:45;7691
10.10.2013;21:45;22:00;7471
10.10.2013;22:00;22:15;7231
10.10.2013;22:15;22:30;7040
10.10.2013;22:30;22:45;6916
10.10.2013;22:45;23:00;6688
10.10.2013;23:00;23:15;6493
10.10.2013;23:15;23:30;6229
10.10.2013;23:30;23:45;5978
10.10.2013;23:45;24:00;5858
11.10.2013;00:00;00:15;5733
11.10.2013;00:15;00:30;5670
11.10.2013;00:30;00:45;5538
11.10.2013;00:45;01:00;5460
11.10.2013;01:00;01:15;5296
11.10.2013;01:15;01:30;5151
11.10.2013;01:30;01:45;4903
11.10.2013;01:45;02:00;4640
11.10.2013;02:00;02:15;4678
11.10.2013;02:15;02:30;4555
11.10.2013;02:30;02:45;4410
11.10.2013;02:45;03:00;4264
11.10.2013;03:00;03:15;4421
11.10.2013;03:15;03:30;4249
11.10.2013;03:30;03:45;4187
11.10.2013;03:45;04:00;4244
11.10.2013;04:00;04:15;4299
11.10.2013;04:15;04:30;4281
11.10.2013;04:30;04:45;4210
11.10.2013;04:45;05:00;4328
11.10.2013;05:00;05:15;4480
11.10.2013;05:15;05:30;4553
11.10.2013;05:30;05:45;4582
11.10.2013;05:45;06:00;4898
11.10.2013;06:00;06:15;5338
11.10.2013;06:15;06:30;5762
11.10.2013;06:30;06:45;6105
11.10.2013;06:45;07:00;6551
11.10.2013;07:00;07:15;6896
11.10.2013;07:15;07:30;6861
11.10.2013;07:30;07:45;6822
11.10.2013;07:45;08:00;6886
